N1,극성,내용
323,2,백신 선택 강요 할 순 없는 나를 맞는 건 아닌 코로나 시대 서로 안전한 나로 인해 사람 피해 입지 않은 하는 마음 맞는 거 백신 맞은 코로나 감염 될 수 있는 방역 수 칙 어긴 게 아닌 비난 할 수 없는 사람 모인 장소 가시 지 않는 하는 게 아닌 하는 생각 드 서로 비난 하지 말 피해자 잖아 상처 주지
324,2,개인 선택 강요 하지 마는 합니다
325,0,근대 백신 맞은 혈소판 백혈구 줄어든 거피 검사 해보는 나오는 대요 진짜 부작용 아닌 나중 나타납니다 맞은 마세요 코로나 죽는 사람 백신 맞은 죽는 사람 많은 화이자 백신 안 맞은 하던
326,0,처음 맞은 남 죽는 말 사이트 다운 되는 수험생 인 척 쳐 맞은 뭔가 이상한 되 자고 안 맞은 사람 눈 흘기 내미는 논리 사회 맞은 결혼 해서 팔자 꼬인 안 사람 결혼 하라 고 잔소리 하는 거 비슷한 심리 임 내 인생 제일 잘한 게 백신 안 맞은 거
327,2,개인 선택 아기 아빠 엄마 번 쯤 고민 해보는 듯
328,2,목숨 걸리는 맞은 되는 그냥 자유 지
329,2,맞는 안 맞는 자유 코로나 걸리는 죽는 탓 하지 말
330,2,백신 안 맞는 맞는 개인 자유 지방 역 수칙 어겼냐 안 어겼냐 중요한
331,1,맞은 짱짱
332,1,누 군 맞는 싶은 맞는 혹 때문 사람 피 해주는 맞는
333,1,백신 맞는 건 자유 마녀사냥 하는 세력 가는 살아있는
334,2,접종 자유 접종 안 사람 만나는 직업 장소 돌아다니는 건 인간 페스트균 지 에이즈 환자 공중목욕탕 가는 거 에이즈 직접 접촉 감염 안 되는 코로나 공 기 쉽게 감염 되는
335,0,마스크 잘 쓰는 예방 된다고 지껄이는 않은 백신 맞은 예방 안 되는 뭘 하라 겨 구라 만 치는 문 수령 국가 목숨 걸리는 맞은 겨 처음 입국 금지 시킨 신뢰 가지 범죄자 진보 좀비
336,0,목숨 걸리는 맞는 게 이지 안 맞는 게 정상 부작용 죽는 거 보고 안 죽은 맞는 거 정상 아닌
337,2,백신 접종 자유 따르는 차이 인정 해보는 같은 같은 다른
338,1,목숨 내놓은 널 나가는 듯 대부분 사람 맞는 안 맞는 게 이기주의
339,1,돈 벌려고 해외 다니는 사람 백신 필수 지금 현실 좋은 싫은 안 맞은 돌아다니는 수가 없는 방 구석 앉은 개인 자유 백신 부작용 만 떠드는 대면 방 구석 있는 수 없는 게 현실
340,2,미 접종 방역 수칙 준수 하였으므로 미접 종 확진된 비난 받을 이유 전혀 없는 백신 자율 접종 이기 때문
341,0,백신 머 하러 맞는 효능 입증 안 댄 거
342,1,인류 지금 찾는 방법 최선 백 신일 좋은 방법 있던 여러 가지 걱정 접종 싶은 사람 없는
343,1,백신 맞은 목숨 내놓은 맞은 생각 이상한 안 죽는 사람 많은
344,1,백신 선택 집 구석 기어 나오는 뚝배기 터 쳐 버리는 소중한 백신 안 맞는 싶은 건 다닌 거 말 같지도 않은 집단 사회 세상 돌아가는 소수 희생 필요한 그게 나나 복불복 기적 인 색긔들 덕분 코로나 많은 확산 어려운 위중 증 사망 소중한 지연 되는 거 편협 기적 인 벌레
345,2,백신 맞은 사람 많은 사망자 수 매일 그대로 부작용 사례 사망자 수 알 수도 없는 이제 개인 선택 입니다
346,2,본인 선택 이지
347,0,백신 추종자 마스크 벗음 다니는 요소 안 맞는 마스크 쓰는 댕 길게 파이팅 코로나 백신 맞은 사람 꼭 침투 시킨 착한 짱 만드는 주세요
348,1,진짜 무식한 애 많은 백신 거부 하는 사람 많은 미국 창 난 거 보고 생각 없는
349,2,개인 자유 지 욕 할 게 있는 빨갱이 할 짓거리
350,2,맞은 싫은 안 맞은 되는 절절 말 많은
351,0,백신 자유 나도 안 맞는 싶지만 사람 만나는 직업 이라 맞은
352,1,어쨋든 공연 하는 사람 백신 무조건 맞은 정도 생각 없는 평범한 회사원 피해 안 주 려고 배려 차원 맞는 거 확진된 되는 피해
353,2,차 백신 생각 해보는 맞은 하는 민중 있는 맞는 불안한 보고 맞는 게 좋은
354,1,전 국민 백신 안 맞은 될 가는 죽는 거제 울 어머니 백신 때문 고민 했으면 약 약 먹는 보는 행여 가버리면 할 고민 했으면 데 엄마 백신 맞은 하도 졸라 큰 맘 먹는 맞은 생각 외로 반전 되는 증상 차다 맞은 네오 죽는 사는 건 본인 생각 도전 보시 게 낫 지 않은 가는
355,0,강요 하는 건 아닌 회사 다니는 수 맞는 맞은 안 맞은 수 있던 안 맞은 듯
356,2,백신 성형 개인 선택 목숨 걸리는 성형 하든 개인 자유
357,2,맞는 싶은 만 맞은 공산당 아닌
358,0,망할 국민 백신 강요 그만하는 진짜 목숨 내놓은 맞은 하는 백신 그리 좋은 고위 급 충분한 맞은
359,2,주사 맞는 건 자유 아닌
360,2,주변 사람 백신 강요 하지 마세요 사람 죽는 들하실라고 겁 남 의약품 강요 합
361,0,빨갱이 완장 차고 다니는 인민재판 하는 거 다른 개인 자유 생명 권 침해 하는 거 백신 맞은 하는 이유 돌파 감염 나오는 백신 접종 률 높은 보는 확 진자 늘어난 건 뭘 설명 화이자 임 상 부실 조작 논란 뭘 설명 할래
362,1,약 부작용 세상 완전한 안전한 약 어디있는 약 먹는 안 먹는 이익 큰 먹는 거 백신 마찬가지 같은 있는 우리나라 코로나 안 잡히는 거
363,0,화이자 인증 개 했으면 건 보는 사람 목숨 죽는 다시 살아난 아닌 목숨 걸리는 맞은 사람 괜찮은 보지 아닌 사람 이유 모르는 죽는 나가는 있는
364,1,백신 두 번 맞는 잘 살 고 있는 사람 많은 거 코로나 걸리는 땐 코로 나라 난 리 고 백신 안 놔 주는 난리 고 몰 해도 불만 많은
365,2,우리나라 자유 민주주의 강요 하지 마라 선택 사항
366,0,목숨 걸리는 맞은 보는 돌파 감염
367,2,자유 맞은 강제 해서 차별 해서 안 된다
368,2,백신 접종 미 접종 거론 하는 지겨운 지겨운 맞는 안 맞는 자유 이제 고마 할 안 되는
369,0,공인 무조건 맞은 줄 알아보는 나도 안 맞는 했으면
370,2,맞은 싫은 안 맞은 되는 목숨 걸 맞은 자랑 질 이냐 전 세계 사람 목숨 걸 맞은 만 그런 게 아는 그리 전 세계 의학 박사 사람 죽는 백 쉰 만 드냐
371,0,백신 룰렛 목숨 내 걸 고 죽는 부작용 시달리는 넘어가는 박해야
372,2,안 맞는 자유 대신 공동체 안전한 자유 적절한 수준 통제 자유의지 선택 책임지는 필요한 드는 백신 맞은 사람 단계 용 안 맞은 사람 단계 적용
373,0,코로나 안 걸리는 해서 백신 이란 걸 맞은 두려운 건 내 맞는 싶은 맞은 된 백신 맞는 코로 나를 두려운 그런 백신 목숨 걸리는 맞은 안 맞는
374,2,백신 명 희생 되는 많은 사람 죽는 누가 뭐라 하면 안된 본인 목숨 소중한
375,0,애 있는 가장 진짜 맞은 힘든 애 책임지는 친
376,0,차 부모님 때문 수 맞은 부스터 차는 절대 안 맞은 난다 의미 없는 솔직히
377,0,백신 맞은 결혼식 마스크 이렇듯 백신 뭔가 불안한
378,0,나도 맞은 싫은 죽는 싫은 개돼지
379,2,백신 안 맞는 건 자유 코로나 걸리는 건 자유 아닌 만 걸리는 거도 아닌 전파 되는 거 안 맞은 조심 조심한 해보는 하는
380,0,백신 맞은 걸리는 이자
381,0,백신 무조건 맞은 죽 살 지지 알바 아닌 백신 회사 돈 벌겠다는 소리 백신 마스크 안전한 생각 코로 나를 치료받는 할 수 있는 약 나오는 그것 백신 낫는 고 보는
382,0,백신 치료받는 개발 중요한 듯 싶은
383,0,백 신 이차 접종 부스터 맞은 걸리는
384,2,악마
385,0,백신 나발 고 치료받는 만드는 마스크 벗음 할 거 아는 백신 절대 못 믿지
386,0,살인 백신 줘도 안 맞는
387,0,백신 효과 제로 코로 인간 이기주의 경고 이웃 사랑 하지 않은 개인 집단 이기주의 살 고 있는 격리 당 해보는 돼 인간 신 만드는 거 바이러스 못 만드는 우주관 깨우치고 인간 사랑 할 역병 사라지는 지금 굶어 죽는 인구 어마한 무시 하는 있는 거 술 처 먹는 인간 자체 병 의학 점령 하는 해도 신 선물 바이러스 인간 고칠 수가 없는
388,0,절대로 안 믿는
389,0,고마 라마 맞은 묵어의 하면 만족해 말 하는
390,0,백신 안 맞는 치료받는 기다리는
391,0,백신 만드는 약사 부작용 면책 요구 했으면 가짜 뉴스 거 백신 강제 접종 죽는 하는
392,0,백신 안 맞은 절대 안 맞은 약사 부작용 면책 요구 백신 안 맞은
393,0,절대 안 맞은 좋은 거 면 국민 알아보는 챙기는 맞은
394,0,지금 모든 백신 실험 입니다 화이자 고모 아스 트 건 지금 전 세계 백신 실험 모름 머 인증 받고 임상실험 할 있는 지금 백신 나오는 줄 아는
395,0,백신 맞는 후유증 올리려 해도 못 올리는 죽는 버리는 사람 전신 불순 꼼 작도 못 하는 사람 있는 팩트 아무런 피해 호소 못 개죽음 인 팩트 코로나 사망 많은 사람 죽는 하는 접종 하는 달라진 없는 팩트
396,0,맞은
397,0,병들고 죽는 자는 말 없는
398,1,맞은 근육통 만 있는 근육통 미열 이외 아무렇게나 증상 없는 차도 가능한 이로 맞은 거임 섞인다면 부작용 생기는 거 같은 임
399,0,돌리는 고 들이는 있는 보는 폐기 만 걸 쳐 사는 거임 자꾸
400,0,안 맞은 백신 접 종자 뒤 상태 보고 맞은 안 맞은 결정 할 거임 나를 쌓인 고마워
401,2,있는 사람 괜찮은 사람 많은 건 사실 이지 그게 문제 아닌 노 그거 효과 좋은 거 맞는 싶은 접종 후 중증 부작용 시기 질환 탓 하며 개인 책임지는 떠 넘기는 하는 소리 지 재작년 독감 백신 접종 후 주일 이내 사망 여명 넘기는 작년 주어내 사망자 얼추 명 이지 올해 어떨는지 적폐 세력 인 이명 박근혜 시절 연 평균 명 수준 이었는데
402,0,죽는 자는 말 없는
403,0,괜찮은 모름 혈전 수 개월 발현 할지 모르는
404,0,난 한국 백신 나오는 기다리는 거 외국 꺼 못 믿음
405,2,본질 생각 해보는 항체 검사 그다음 백신 접종 전 코로나 검사 해보는 합니다 항체 검사 표본 조사 아닌 확 진자 차 접종 완료 대상 해보는 백신 상관관계 화할 수 있는 항체 생 성 된 사람 백신 접종 외 백신 접종 전 코로나 검사 당연한 아닌 바이러스 침입 했으면 백신 맞는 프로세스 정립 되는 하는 보는
406,0,정치 낫는 백신 맞은 생각 보는
407,2,겁 먹는 백신 접종 지 걱정 되면 맞은 말
408,0,남 괜찮은 내 혈전 증 생기는 면 끝 이지 모든 백신 문제 있던 젊은 사람 심한 백신 없는 맞은 하는
409,1,고요 오늘 시 아스 트 맞는 왔던 주사 맞은 쪽 팔이 저리는 근육통 빼고 괜찮은 차는 교차 접종 하려는 지금 예약 하면 기다리는 되는 잔 백신 예약 되는 오늘 맞는 왔던
410,1,안 맞는 거 맞는 게 좋은 않은
411,2,선택 해서 맞은 수 있는 한국 분명 좋은 나라 임
412,1,맞은 전혀 괜찮은 직원 없는 과장 소문 난 거 같은
413,1,화이자 모드 잘 못 되면 죽는 나은 선 택지 있는 그냥 맞은 수 있는 거 맞는
414,1,코로나 백신 뭔가 스카이 다이빙 같은 느낌 미 스카이 다이빙 시 낙하산 불량 사고 없는 사고 나면 대부분 사망 사고 사고 책임지는 아무렇게나 지지 않은 스카이 다이빙 원하는 하는 만 백신 사회 암 묵적 분위기 압박 권유 있는 사고 나면 피해자 당사자 책임지는 지지 않은 무서운
415,1,기사 맞는 인기 좋은 수입 해서 맞는 하면 되 겠네는 남아돌지 않는 미국 맞은 않은 물량 넘칠 거 같은 수입 부작용 있는 맞은 사람 많은 천만 명분 수입 하지 하는
416,0,맞은 보는 괜찮은 살아난 자의 얘기 죽는 자는 말 없는
417,0,맞는 안 죽는 장기 안전한 보장 없는 저런 말 믿고 맞은 잘 못 되면 하소연 할 없는 걸 알아보는 함
418,1,모든 부작용 사망자 가장 많은 백신 화이자 거 실험 대상
419,1,웃기는 소리 하지 마라 괜찮은 처음 맞는 해주는 이제 화이자 맞은 되는 들이밀어
420,2,맞은 싫은 맞은 마
421,1,비율 차이 있지만 어쨋든 세계 사용 하는 백 신들
422,0,백신 맞은 걸리는 강요 할까 백신 접종 사망자 명정 되는 데 코로나 걸리는 죽는 않은 걸 백신 맞는 죽는 백신 없는 쇼 만 가짜
423,0,후 부작용 생기는 모름
424,0,퍼센트 안 된다 해도 내 퍼센트 속 죽는 끝 인
425,1,맞은 보는 괜찮은 살 있는
426,0,사람 목숨 소중한 거 치명 인 부작용 있는 안 되는
427,0,안 맞은 기사도 보기 싫은
428,0,조작 질 적당히
429,0,한국 전 세계 전 연령 마루타 시험 해주는
430,1,수년 간 감기 한번 안 걸리는 사람 하는 데 필요한 듯 싶은 억지로 맞은 아스 트 안 맞은 다행 나라 맞은 아무런 없는
431,2,사전 예약 화이자 예약 함 아스 트 안 맞은 거
432,1,미친 정신 나가는 실험 하는 하는 겨
433,2,이러면서 미국 접종 률 낮은 선동 미국 같은 나라 접종 나라 이서 시킨 총 맞은
434,0,아픈 괜찮은 반대 경우 인터뷰 안 하신 괜찮은 줄 알아보는 후유증 있는 분 인터뷰 실어 주세요
435,0,목숨 장난 이냐
436,1,영국 프리미어리그 안 보는 전 국민 아스 트 맞은 관객 꽉 찬 거 아무렇게나 거나 아닌 만 아닌 맞은 두 될 듯 맞는 끝나는
437,2,개월 전 상이 군 개월 지난 현재 진행 형 질문 합니다 대가 백신 접종 후 사망 하는 사례 늘 고 있는 해석 부탁
438,0,전 어렸을 홍역 주사 맞는 발작 있는 백신 공포증 아주 심한 군 시절 입소 대대 수많은 명의 훈련병 만 파상풍 주사 거절 코로나 걸리는 걸리는 백신 죽는 못 맞은 후 국민 대다수 맞은 안 맞은 불이익 올까 두려운
439,1,교수 교수 백혈구 수치 경계 선 있는 대가 백신 맞은 괜찮은
440,0,기 질환 없는 백신 맞는 사망 하는 경우 나오는 있는 게 안전한 하는 의문 드 지금 백신 맞는 사망 사람 가족 부검 검사 안 그냥 화장 하는 경우 많은 백신 사망자 집계 되는 않은 경우 꽤 있는 거 같은 그냥 백신 건너 뛰고 나중 안전한 백신 나오는 기다리는 보는 합니다
441,0,코로나 시대 백신 치료받는 진단 키트 효능 좋은 약품 의료기기 첨단 의료 재 부품 장비 나오는 좋은 지금 연구원 그런 걸 개발 하려는 힘든 있는
442,1,어머니 오늘 화이자 백신 접종 하신 사망 부작용 없는 좋은 힘 내서 코로나 이겨낸 내는 힘내세요
443,1,백신 맞은 과외 있는 대학생 친구 과외 코로나 걸리는 된다면 만 아닌 친구 가르치는 초등학생 집 계신 가족 사시 할머니 할아버지 치명 생각 요소 건강한 대는 코로나 걸리는 완치 되겠 할머니 할아버지 않은 후유증 있는 거 코로 나를 옮긴 죄책감 슬플 같은 알아보는 생각 하신 최대한 방 역 지키는
444,2,전 심낭 염 앓는 세 파계 항생제 알레르기 반응 있는 백신 맞은 되는
445,0,코로나 깔끔하게 종결 시킬 수 있는 백신 왔던 좋은 전 마스크 착용 손 소독제 사용 코로나 방역 수 칙 잘 지키는 주신 빠른 코로 나를 종결 시킬 수 있는 같은 파이팅
446,2,급성 후 두엄 있는 코로나 백신 맞은 괜찮은 가끔 호흡 곤란
447,2,코로나 백신 접종 국민 선택 해보는 하는 보는
448,0,시 외삼촌 기 질환 있는 데 백신 맞은 지금 아픈 들어오는 안 되는 금방 맞은 신부전증 이신 데 백신 맞는 앞 입원 하신 오셨는데 무진장 빠진 전 입원 째 몸 안 좋은
449,2,보상 연관 없 음으로 결론 짓기 때문 힘든 고 거나 기 질환 판단 잘 하신 할 듯 합니다
450,0,선생님 질문 있는 감기 변 때문 치료받는 제나 백신 없는 코로나 마찬가지 아닌 델타 백신 무력 화 시킨 지금 변 진행 중이 지 맞은 하는 모르는
451,1,연도 신종플루 한창 유행 할 였던 당시 지방 지역 인 여수 살 고 있는 큰 신종플루 위험한 못 느끼는 지낸 당시 보건소 많은 사람 접종 받고 했으면 가족 접종 당시 학교 접종 하는 들은 거 같은 어차피 학교 단체 맞은 거 라서 안 맞은 하필 며칠 뒤 내 신종플루 걸리는 진짜 고열 하루 종일 토 죽는 살아난 기억 있는 충격 코로나 위험한 알기 때문 집 가능한 안 나가는 수준 지낸 있는 백신 안 좋은 이야기 하는 있는 잘 검토 현대 기술 믿고 백신 접종 하는 되는 날 오면 지친 대로 잘 주신 좋은 마스크 필요한 없는 날 오기 기대한 건강 조심 하신
452,2,투석 환자 백신 맞은 되는 검색 보는 나라 마다 의견 차이 제각각 이라 궁금한
453,1,코로나 확진된 후 센터 있던 오늘 나오는 나가는 전 코로나 검사 했으면 확진된 검사 떴는데 원래 있던 증상 심한 않은 별 큰 아픈 게 없는 전파 가능한 없는 퇴소 했으면 백신 맞은 하는 있던 맞은 하는
454,0,좋은 영상 감사한 영상 보고 코로나 백신 안 맞는 결정 했으면
455,0,기간 두고 만드는 편이 낫 지 않은 버티는 할 같은 지금 맞은 코로나 걸리는 만 못 할 같은
456,1,차 맞는 차 화이자 맞은 되는
457,2,코로나 후유증 심한 않은
458,0,백신 빠른 뚝딱 만드는 게 아닌 트 최 소년 연구 실험 있는 정도 안전한 백신 나오는
459,0,지난주 화이자 백신 접종 날 아버지 돌아가는 접종 작용 주의 사항 충분한 알아보는 못 자괴 감 원통 비통하고 서립니다
460,1,화이자 백신 차임 상 실험 백인 라틴 흑인 프로 효과 보이는 동양인 프로 만 효과 이었다네요
461,2,세 여아로 미국 화이자 백신 차 접종 후 일주일 지나간 부작용 심한 임파선 붓고 쇄골 부위 멍울 생기는 고 가슴 조이는 느낌 머리 아픈 괜찮은
462,2,교수 엄마 전 갑상선 제거 하신 개월 번 전이 되는 그런 건 없는 검사 받은 있는 접종 예약 놓는 해서 세브란스 전화 본인 선택 하는 궁금한 건 갑상선 제거 기 질환 없는 보는 게 맞는 부작용 생기는 요가 궁금한 게 아닌 일반인 이라 생각 백신 접종 고민 해도 되는 여쭤 보는
463,0,백신 나발 확실한 치료받는 나오는 할 듯
464,0,백신 맞은 마세요 화이자 차 아무렇게나 느낌 없는 미열 살짝 오한 있는 차 맞은 당일 밤 아무렇게나 넘어가는 새벽 갑자기 열 올라 감 후 올라갔고 골반 어깨 복 그런 쪽 근육 녹아내리는 듯 고통 시달리는 밥 먹는 맛 느끼는 않은 타이레놀 효과 없는 정도 사람 망쳐놓음 백신 맞은 마세요 부탁 백신 맞은 마
465,2,지금 장염 소화 잘 안된 체력 저하 족저 근막 염 있는 몸 별로 안 좋은 상태 생각 드는 백신 맞은 되는 대입
466,0,백신 맞추는 전 맞은 군 피해 주지 군대 억지로 백신 맞는 해서 차 맞는 죽 뻔한 병 막는 백신 맞은 아픈 진짜 백신 개발자 다쳐 맞추는 나서 판단 했으면 좋은
467,2,만 여쭤 보는 여느 백신 맞는 부작용 앓는 적은 없는 미주 신경 성 실 신 진단 받은 부정맥 진단 받은 평소 컨디션 안 좋은 몸 기운 없는 부정맥 느끼는 위장 스트레스 취약 하여 배 아픈 땀 나면서 부정맥 심한 느끼는 합니다 출산 자연 분 두 잘 했으면 경우 백신 맞은 되는 예약 해놓았지만 사망 이를 수 있던 생각 두려운 이는 초반 입니다
468,0,도대체 백 신들 개발 되는 그것 되는 않은 신생 회사 정확한 정보 알려 달라
469,2,나이 어린 기 질환 있는 맞은 안 되는
470,1,뭘 자꾸 이렇다 저렇다 입 아픈 맞은 싫은 사람 뭐라 하지 내버려 둬 코로나 걸리는 죽는 사람 죽는 걸리는 안 죽는 사람 다행 맞는 싶은 사람 차 부스터 샷 실컷 자유로운 맞는 부작용 사망 스스로 감수 하는 하면 되는
471,1,병원 안 다니는 갑자기 백신 맞은 내 기 질환 있는 모르면 살 수도 있는 백신 때문 검사 하러 가는 부담 되는 애매한 유 이제껏 나오는 사망 사례 대부분 백신 관련 없는 부분 많은 사망 사람 만 급살 맞은 부분 백신 거부 감 키우는 게 아닌 싶은 유 맞은 안 맞은 금년 이후 새로운 사회 제약 만드는 모르는 백신 심근 염 같은 거 안 걸리는 주세요 고 지혈 고혈압 있는
472,2,백신 평생 맞은 되는
473,1,궁금한 게 빠른 년생 이긴 올해 대학교 들어가는 데 빠른 년생 법적 성인 아닌 빠른 못 맞는
474,0,차 월일 접종 후 백신 부작용 응급실 다녀왔어요 이후 백신 후유증 주 주정 고생 했으면 매년 독감 맞는 있는 차 양팔 맞은 상관없는 질병 관리 청 얘기 하는 말 못 믿음 정확한 인과성 가지 고 나서 입증 된 코로나 백신 면 믿고 차 양팔 맞은 수 있는 차 백신 부작용 백신 후유증 겪다 백신 접종 후 주 고생 해서 맞은 하는 게 맞는 건지 정말 의심스러운 의문 스럽네요
475,2,뇌전증 인 사람 코로나 백신 맞은 괜찮은
476,0,접종 전기 질 환자 꼭 맞은 접종 후 기 질환 때문 죽는 백신 부작용 절대 그렇다면 그동안 약 잘 조절 하며 정상 생활 하던 사람 백신 접종 후 기 질환 폭주 해서 사망 것임 의사 년도 안 뒤 급 조 된 제대로 된 임상실험 안 된 백신 꼭 맞은 하는 열 올리는 인지 모르는
477,0,백신 접종 사망 사람 명 넘어가는 있는 예방접종 필요한 임상실험 종료 되는 않은
478,2,길 바 앓는 현재 일상생활 문제 없는 발끝 쪽 둔 감각 남아 있는 맞은 되는 길 바레 발병 원인 모름 백신 맞은 할지 고민 입니다
479,2,선생님 디클로페낙 알레르기 있는 타이레놀 빼고 감기 약도 잘못 먹는 코로나 백신 괜찮은
480,1,델타 바이러스 때문 신약 월부 터 판매 되는 옹호 론 비 접종 욕 하지 얼른 골라 맞은 델타 샷 델타 부스터 샷 델타 터보 부스터 샷 감마 샷 감마 부스터 샷 감마 터보 부스터 샷 감마 마이 데려 타투 파 올 인원
481,0,안전한 보증 없는 애매한 얘기 하지 마세요 임산부 맞은 마세요
482,2,독감 백신 알레르기 있는 코로나 백신 맞은 되는
483,2,진통제 알레르기 죽 위기 여러 번 격 사람 맞은 되는
484,2,예약 놔서 백신 맞은 날짜 다가오는데 결정 못 내리는
485,0,백신 최소 걸리는 전 세계 학자 연 구진 백신 맞은 않은 전 최 소년 지나간 맞은 고령자 맞은 젊은
486,0,건강한 굳이 억지로 맞은 부작용 일으켜서 내 신체 망 뜨 리 건 비 효율 이라 생각 이라 드는 안 맞는 있는 대사 망 자도 나오는 거 봐서 안 있는
487,2,세 남자 입니다 전 전 전 건강검진 폐기종 상 소견 결핵 반 소견 나오는 백신 접종 후 부작용 무 관할 까는
488,2,집단 면역 때문 맞은 하는 알 고 있는 부작용 대해 우려 있는 코로나 완치 후 후유증 생각 하면 부작용 감내 할 만 사항 될 수 있는 정보 감사한
489,2,주사 맞은 쓰러진 있는 코로나 백신 맞은 되는 걱정 되는
490,0,교수 잘 아시네요 예방 목적 아닌 중증 가는 걸 막는 주는 걸 중증 이어도 안 죽는 죽는 걸리는 죽는 백신 맞은 죽는 억울한 죽는 낫 지 전신 마비 하반신 마비 안 걸리는 싶은 사망률 노인 확 진자 프로 였던
491,0,이론 백신 수년 간 걸쳐 만드는 하는 만드는 걸 접종
492,0,백신 부작용 어려운 일당 하면 책임지는 져줄 생명 담보 맞은
493,1,모자 백신 맞는 안 죽는 좋은
494,1,백신 접종 했으면 마스크 쓰는 다니는 이전 주의 해보는 할 거 모르는 거 잖아
495,1,맞은 싫은 가족 강 반제 분위기 때문 수 맞는 되는 불안한
496,0,백신 부작용 카페 있는 코로나 후유증 카페 없는
497,0,화이자 차 맞는 극심한 어지럼증 구토 지속 되는 큰 병원 신 경과 뇌 촬영 검사 했으면 주사 맞은 전 없는 증상 몸 나타난 거 백신 인과성 관계 있는 거 아닌 담당 의사 잘 알 수 없는 애매한 대답 만 늘어놓고 최악 경우 잘 못 되면 만 억울한 거구 하는 생각 드는 방침 협조 하는 마음 주사 맞은 정작 내 잘 못 되면 그냥 억울한 죽는 끝난 하는 걸 뼈 저리 게 느끼는 사람 마다 체질 다른 때문 사람 별 넘어가는 사람 목숨 왔던 가는 할 수도 있던 걸 내 몸 반응 보는 느끼는 상황 무조건 맞은 하는 아닌 생각 합니다 잘 못 되면 책임지는 주지 않은 만 개죽음 당하는 거 몸 상태 될 줄 알아보는 차는 안 맞은 같은 차 맞은 별 없는 차도 괜찮은 생각 했으면 지금 째 어지럼증 구토 낫다 않은
498,0,주장 증명 하는 예시 찾는 찾는 수 있지만 백신 차 접종 후 며칠 안 세상 떠나는 중반 어린이집 선생님 얘기 군인 선생님 얘기
499,1,백신 종류 시 양으로 맞은 하는 궁금한
500,0,화이자 모데나 백신 효과 분석 할 무증상 감염 배제 시킨 건 알 고 있는 거임 스트로 카 낮은 효과 나오는 이유 아스트로 카 무증상 감염 자도 포함 시킨 결과 이기 때문 임
501,0,코로나 백신 접종 사망자 부상 통계 유럽 지역 국가 개국 위 내용 검색 하면 나온 요지 난 월일 공개 유럽연합 국가 개국 전체 통계 집계 주장 합니다 실제 유럽 전 지역 국가 개 국가 이므로 많은 말합 백신 접종 후 사망자 약 명 부상 약 만 명 부상 자의 약 만 명 부상 심각한 합니다
502,1,년생 어제 백신 맞은 예약 놓는 걱정 많은 전 당뇨 고지혈증 있는 맞는 나니 뻐근하기만 하는
503,2,사망자 나오는 교수 상황 대해 생각 하는 여쭤 보는
504,0,안 맞은 안 죽은 부작용 안 생기는 코로나 전염 되는 지나면 낫는
505,0,일주일 째 호흡 불편한 번 접종 하면 심장마비 올
506,0,백신 맞은 감염 안 되는 안 된다면 접종 해보는 하는
507,0,백신 사망자 명 넘는 코로나 사망자 많은 맞은 필요한 있는 문제 백신 맞은 감영 되는 거 백신 무용 론 나오는 게 때문
508,2,결론 알아보는 맞은 아픈 안 맞은 일정한 확률 아픈
509,0,많은 뉴스 코로나 백신 집단 면역 안 된다고 하는 자꾸 백신 접종 종용 하는 모르는 백신 맞은 코로나 걸리는 백신 맞은 부작용 사례 하루 수많은 건 백신 맞은 치료받는 아닌 맞는 죽 접종
510,1,울 아빠 화이자 백신 접종 했으면 아무렇게나 느낌 없는 다행 이었어요
511,1,백신 나오는 좋은
512,1,백신 짱
513,0,지부 안 맞는 사람 맞는 하려는 하는 역겨운
514,1,부모님 차 백신 맞은 멀쩡한 맞는 나서 아픈 빼고 달리진 게 없는
515,2,어머니 맞는 되는 세이 싶은 괜찮은
516,1,친구 말 듣는 접종 맞은 탈모 약 먹는 전 잘 기부 전 여유증 부작용 있던 말 많은 복용 고민 했으면 먹는 나서 아무런 부작용 없는 친구 거 때문 술 마시는 마다 고민 이야기 했으면 백신 부작용 탈모 약 부작용 적다고 하던
517,0,형 독감 처 맞는 죽는 애 보는 코로나 백신 처 맞는 죽는 애 매스컴 뜨는 거 보는 분명 문제 있는 거
518,1,당연한 백신 맞은 열 날 수 있는 독감 예방 주사 맞는 나서 열 날 수 있던 병원 알려진 열나는 건 부작용 아닌 같은 부작용 나오는 순 있지만 거짓 정보 많은 그런 가지 고 겁 먹는 용감한 내서 백신 접종 받은 래야 코로나 끝나는 백신 효과 발휘 할 수 있는 무서운 피하 기만 하면 코로나 끝나는 시기 만 늦추는 거
519,0,백신 이란 게 최 소년 임 상 검증 후 나오는 거 만드는 지연 안 된 임 상 상도 안 된 걸 믿고 맞은 건강한 기 질환 없는 청년 죽는 나가는 마당 난 마스크 쓰는 버티는
520,2,옛날 거 지금 기준 백신 맞는 죽는 사람 이야기 해주는 말 많은 데
521,0,검증 안 된 백신 반대 코로 못 막는 산 사람 때리는 잡는데 그게 백신 이냐
522,0,선생님 차 접종 마친 차안 맞은 되는
523,2,백신 답 아무렇게나 없는 추측 하지
524,2,맞은 건지 말 건지 두럽 게 말 하는 의사 진도 믿기가 두 럼 안전한 설명 부족한
525,2,보고서 자체 조작 가능한 본인 건강 본인 선택 책임지는 할 듯
526,2,백신 접종 강제 하면 안 되는 개인 선택
