N1,극성,내용
2221-21-21,0,백신을 왜 목숨 내놓고 맞아야 하는지 나는 그게 정말 의문이다
12,2,본인자유지
13,2,강요 하지 마세요  
14,0,나만 죽을 수 없다는 족같은 마음으로 강요하지마라
15,2,임창정씨 백신은 자유입니다 괜찮아요
11,2,백신 맞건 안맞건 개인의 선택이니까 알아서 하는거지 근데 어이없는건 임창정 쇼케이스는 백신 차 까지 맞은 사람들만 들어갔다며????   
17,0,목숨 내놓고 맞았다     마스크만 잘 쓰고 저녁에 뻘짓만 안 하면   목숨 내놓지 않아도 될 것 같은 데요 
18,0,자기 생계를 위해 맞아놓곤 마치 천하무적에 의인된거같은 착각을 자랑스럽게 올리다니   글고 백신  차에 끝나지않는데 계속되는  차 접종을해야 완전접종된다는  사실을 기억하길    백신 차별은 곧 모두를 죽음으로 끌고갈수있다는 사실도  차 까지 맞은것도   년은  지켜봐야 아는데 지켜볼 겨를도없이 계속 추가접종이 이어진다 병들고나면 제약사와  국가는 니가 직접 임상실험에 싸인해잖아 라고 하겠지 그놈의 면책특권을 핑계로 
19,2,백신을 못맞은 사람들도 이유가 있어 접종을 못하는경우가 대부분   접종안하면 사회생활 하는데 불편한게 많은데도 못하는 사람들에게 비난은 하지 말았음 합니다 
71,2,임창정 을 뭐라 해서는 안된다 백신은 본인들의자유이며 강제해서는 인된다 정부에서 죽으라면 다 죽을 것인가?책임도 안 지는 정부 이런 상화에서는 본인의 생명은본인이 책임 져야 한다 
2221-21-27,2,강요말아주세요 정부는 죽어도 나몰라라 하는데요 
72,2,이게 왜 논란이죠 백신은 자유입니다  코로나확진되도 무개념으로 싸돌아다닌것도 아닌데 백신 안맞은게 왜      논란이냐구요
73,1,나만 생각했다면 안맞았겟지 하지만 다른사람과 하루에도   명이상씩 마주하는데 안맞는건 아니라고 생각하기에 맞은거지
74,2,백신접종은 자유지  그걸 비판해선 안된다  정부에선 백신접종후 사망자가 나와도 나몰라라 하는데 주사맞고 사망하면 안 맞았다고 욕하는 사람들이 책임져줄건가?
75,0,지가 목숨 내놓고 백신주사 맞았으면 그만이다   남들한테 이러쿵 저러쿵 잔소리 하지마라   다른사람들은 목숨 내놓고 백신주사 안맞고 싶은 사람 많다    어디서 수작질이야
71,2,백신은 개인 자유다  지금 문재인에게 길들여져 공산주의가 되어가고있구나
77,0,기사보니 이번에 하루 코로나걸린사람 중 백시 접종자가    라고하더만 백신의 의미가 안걸린다는아닌것같음나도수요일에  차맞고 어제죽다살았났는데 이건 안아플려고 맞는백신때문에 아픈게 맞나싶음 잘생각하고 각자 판단에 맞으시길 
78,0,주사접종해도 확진되 어차피 접종하나 안하나 똑같아 위드코로나에도 접종자도 다량으로 감염됐다드라 어차피 접종해도 똑같은데 목숨걸고 접종했다고 자랑하면 뭐하나?    이는 접종해도 걸리는거     
79,0,나두  차맞고 한달동안 병원다니면서 피만뽑고 검사하고 링거맞고 고생해서 백신 싫어요 어제  차맞는 날이였는데 아침도 심장이 발작이와서 안맞았어요 보건소전화해서 물어보니 잔여 백신으로  차 맞어도 된다해서 어제  차 안맞았는데 회사에서도 가치 일하는 언니가 그래도 애들있으니까 맞어야지 아깝잖아 이소리 하는데 때리고 싶어도  차 맞고 난 아프고 엄청 고생했는데지기 책임질것도 아니면서 맞으라고하니까 짜증나요
81,0,아니 백신맞음 코로나 안걸려???  이상한 사람들 많네 백신이 치료제냐?? 그럼 백신 맞은 사람이 코로나 걸리면 뭐라고 할래??? 계속해서 백신 사망사고 나오는 상황에서 안맞았다고 비난하는 사람들이 더 이기적인거같다 백신 맞는게 코로나 안걸리려고 맞는거라면 그냥 원하는 사람들은 맞고 그 입을 다물어주세요 백신 맞았음 코로나 안걸릴텐데 뭐가 무서워서      하는데    백신맞고 당당히 돌아다니세요들
2221-21-28,2,누구도 탓하지 않아요 그래서도 안되고
82,0,목숨내놓고 왜맞냐 이해가 안가네 목숨이 하찮나 그냥 남들다 맞고 안맞으면 눈치보여서 맞았다하시길 아님 나처럼 맞지말든지 맞았으면 걍 조용히들 있으시길
83,2,접종하고 안하고는 그사람 선택이지 강요하지마라  접종하고 죽은 사람한테는 당신들이 뭘 해줄 수 있는데? 운이 안좋았네요   이거 밖에 더 하냐? 미접종자 비난하는거 보고 있으면 어이가 없네 씌 팔       백신 안맞고 마스크 잘 안쓰고 방역 신경 안쓰는 시람은 비난 받는게 당연하지 근데 미접종자들 싸잡아서 비난하지마라 더 신경 쓰는 사람 많다  무슨 백신 맞으면 만능인줄 아는데 중증으로 발전을 막는거지 코로나 안걸리는게 아니라고 좀  
84,2,맞든 말든 자유지 뭐 
85,2,백신은 맞고 안맞고는 자유전염은 가족에게만  남에게 피해주지 말고
81,0,백신을 맞는게 책임감이 있는거냐?? 말이야 방구야
87,2,아니 저도 맞은 사람인데요 왜다들 맞으면 전파안시킨다고 생각하시고 안맞으면 전파시킨다고 생각하세요 답답하다정말 어휴 코로나백신은 그냥 전파유무가 아니고 감염시 본인이 중증으로 가느냐 마느냐라고요 그러니 다른사람이 맞고 안맞고가 상관이 없다고요 참답답다증말
88,0,지금 좋다고 백신 맞았다고 찬양하는분들  가까운 미래에 부스터샷 맞고 부작용나도 똑같은소리 아마 못할겁니다  부작용으로 실제 고생하시는분들 많고 하루에도 자율신경계 이상이나 생리불순 백혈병 사망에 이르기까지 아주 무섭습니다  간단하게 생각하지 맙시다   개월뒤에 당신의 미래가 될 수 있습니다 
89,1,백신 안 맞아도 좋은데 대중앞엔 서지마라 
91,0,백신 맞고 대상포진 발생    죽다 살아났다    이제 절대 안 맞는다   
2221-21-29,0,언제부터 감기예방접종 안했다고 사람들 손가락질 하냐? 지긍 코로나 감기가  년째 안없어지는데 감기는 우리인류와 평생을 같이한다 지금 코로나 백신으로 죽는 사람이 더 늘었다 오히려 코로나 감염되면 항체생기고  주간 격리하면 끝이다 이시대에 코로나 사기극인거 모르면 백신맞고 개죽음 이다
92,2,백신 접종은 의무가 아니고 개인 선택의 권리이다  이나라는 국민 의식이 후진국을 못벗어 났다 
93,2,기레기야 은근히 돌려까지마라 백신의 접종유무는 개인의 판단이다
94,0,목숨 내놓고 맞을꺼면 맞지마라  결국 목숨보다 활동하는게 우위인거자너    아이러니하네
95,2,백신접종도 본인의사와 자유    안맞았다고해서 비난하고맞았다고해서 안맞은사람 비판할 권리는 더더욱없음  
91,2,안 맞는것은 자유지만 이런 행동은 아니지
97,1,각오 안 하고 주사 맞는 사람 있나? 내가 안 맞으면 가족이나 주변 사람들이 위험해 질까봐 주사 맞는거다  사회생활을 아예 안 하고 집에만 있다면 안 맞을 수도 있지만 그렇지 않다면 맞는 게 옳다 
98,2,생각해봐   명 애아빠니 애들을위해 접종할수도있지만 애들을위해 접종안할수도있는거야  하지만 국민  플이상이 접종했어  왜?? 본인살려고???아냐  가족 동료 업자들은 손님을위해 접종한거야    결론은 잘한건 없어    딱 안전불감증 그이상이하도아냬
99,0,백신을 왜맞음? 임창정이 현명한거야  백신맞다 죽을 수 도 있었는데 코로나걸려서 그래도 목숨은 건짐
311,2,백신을 맞고안맞고는 본인의선택 왈가왈가할문제는아닌듯  맞으면좋겠지만 안맞아도 그또한본인의선택이기에 존중해야된다고봄
1931-21-21,1,자유는 남의 자유를 침해하지 않는 선에서 보장되는 거지  절대적인 것은 아니다  결국은 남에게까지 감염시켰다면 그건 남의 안전  건강할 권리와 자유를 침해한 것이 되는거다  불안해 안 맞는 건 이해하지만 그로 인한 타인의 자유를 침해해도 되는건 아니지  그럴거면 활동하지 말고 가만히 있어야지  이세상이 혼자사는 거냐 확진되어 남에게 감염시키는 건 괜찮은게 아니다  세상은 다같이 사는건 협조와 협력하지 못하면 혼자 살아야지 
312,0,백신 안 맞은게 왜 논란이지? 누가 보면 큰 죄지은것 같네     나는 잘한 선택이라 생각한다 임창정 참 인간적이지
313,0,목숨까지 내놓고 백신을 맞으셨다고요            굳이 그렇게까지 충성이 필요합니까    누구를 위해 목숨을 내놓으셨나요
314,0,주위 시선때문에 백신 맞았지만 백신 맞는걸 반대하고 싶다 왜 목숨걸고 백신 맞아야 하는지 도무지 이해가 안간다 맞아도 걸리고 안맞아도 걸린다 백신 맞고 운이 나쁘면 목숨도 잃는다 그런데 왜 맞는지 다른 사람들을 위해 맞는다는 말도 어처구니 없다 맞아도 전파력은 있다는데 다른사람들한테 무슨도움이 된다는지    
315,0,주변에  차 맞고 그다음날 죽은   대 가장이 있다 어린딸을 두고 하루아침에 인사도 못하고 죽었다 어디다가 누구에게 하소연을 하며 한들 죽은 가장이 살아날까?애들 생각해서 안맞는다 죽는건 상관없지만 만일에 하나 잘못됐을때 남겨질 어린 자식들때문에 민폐라고 말하는 사람들은 뭔지 
311,2,백신은 자신이 결정할 문제임   
317,2,백신 의무 아니고 선택이야 맞아도 걸리는데
318,0,백신맞는다고 안골리는거 아닌데 왜 맞으면 다 안걸릴까라는 생각을 가지고 있나몰라?? 나도 맞기긿은데 나중에 행여나 애들 학교나 얼집도 못가게 할까봐 울면서 맞았음    강요안한다거니 은근히 강요하는 세상    맞아도 걸리니깐 자꾸 강요하지맙시다    
319,2,개인의 선택이다 강요하지 마라
2221-2301,2,개인의자유 
2223-21-21,0,아직도 백신 맞아야한다고 지껄이는 아메바들 잇냐? 징글징글하다
2221-2302,2,백신 접종 결정 문제는 개개인의 판단과 선택인데  타인의 선택에 대한 존중은 어디갔나요 꼭 내 의견과 일치해야만 타인의 선택을 존중하는게 아니잖아요  싸잡아서 욕하고 강요하는 분위기가 안타깝네요   돌파감염이 계속 나오는 시점인데  결국 문제는  야외테이블이라고 괜찮다?며 마스크를 안끼거나 대충 걸쳐서 끼는 사람들   기침이나 발열증상이 있는데도 마트며 대중시설을 싸돌아다니는 사람들   길에서 음료 마신다 간식 먹는다  담배 핀다고 마스크를 안쓰고 돌아댕기는 사람들   기본방역수칙을 신경쓰지 않는 것들이 더 큰 문제인거 아닌가요 
2221-2303,2,백신접종은 개인 자유다  정치인이든 연애인이든 일반인이든 접종하고 싶으면 하는거고 하기 싫으면 안하는 거다  개인의 선택이다  이걸 가지고 접종을 하지 않았다고 비난하는건 아니라고 본다 
2221-2304,2,개인의 선택이다 
2221-2305,0,안맞았는데 왜 어쩌라고??  
2221-2301,2,임창정아 백신 맞지마라  백신맞고 죽으면 누가 니아들책임질래? 그러니까 맞지마라  개인의 자유니까   맘대로해라  알겟냐
2221-2307,0,국가도 책임 안져주는데 나도 안맞고 말지 애가 다섯이고 부작용 생겨서 일 못하게되면 누가 책임져주는데?? 지 일 아니라고    말 막하네
2221-2308,0,전 끝까지 안맞을 생각으로지냈는데 현실은 비접종자는 따시키는 방법으로 맞게끔 만들었네요 노래방 식당 앞으로 백신 차안맞은 사람들은 출입을금지 시킬거예요 이미 유흥은 출입금지들어갔구요 사회생활을 못하게만들어버렸네요 전 당뇨도심하고 거기다 합병증도심해서 미뤄는데 억지로 목숨걸거 백신 차 일째 접어들었습니다 무사히탈없이 넘어가고있지만 백신 차가 무서워지네요 
2221-2309,2,백신 맞든 말든 개인자유이지만 공인은 행동에 조심해야 할 듯 괜히 욕 먹는다
321,2,백신접종은온전히개인의자유인것이맞다     그러나자신의자유를위해서남에게피해를끼치면안된다    그러기위해선백신안맞은채많은사람이모이는장소에는가지않아야한다    그게상식이다     아니면몰상식    
1932-21-21,2,그래도 활동하는 사람이면  맞는게 낫지  백신은 선택이 맞아요  강요할 수 없는건 맞는데  그래도 백신이라도 믿어보자고 맞는 사람들도 있어요  우리집 맞은 사람 반 안맞은 사람 반입니다  강요하지도 않고  전혀 분란일어나지도 않아요  맞자고 맞지말자고 어느쪽에도 강요해서는 안되지만  안맞는것 또한 정당한건 아니에요  활동하는 사람일 수록 되도록 조심해야죠  백신을 맞아라가 아니구요  대깨문 혐오하고 정치적인거 싫어하지만  접종 비접종 떠나서 남한테 피해주지맙시다
322,2,우리나라는 자유민주주의 국가입니다   백신을 맞을 권리  나 자신 스스로에게 있습니다  정부에서 백신에 대한 팩트로 안전하게 코로나바이러스에 면역이 있다는 사실을 알려주신다면 당당히 백신 맞겠습니다 
323,0,백신맞고잘못돼면정부에서책임지는게없으니누가맞겧냐인과관계를본인보고밝히라는그런대책없는정부믿고맞겧냐
324,2,백신이 선택인데 왜 다들 난리인건지 모르겠네 진짜   도대체 뭘 잘 못했니?
325,2,아직도 백신접종을 강요하는 사람이 있네  그건 자유의사에 맡겨 
321,2,안 맞는건 본인 맘이지 지들이 책임지냐?
327,2,나는 백신  차까지 맞았다그건 본인 선택이지 비난의 대상은 아니라고 생각된다 백신 맞았다고 안 걸린것도 아닌데 안맞았다고 그 사람을 비난하는건 아니라고 생각된다 단 아직 코로나가 잠잠해지지 않고 불안한 상황에서 이지훈씨는 결혼식 축가를  명인가 불렀다는데 그럴필요까지 있었나 싶다 이것 또한 본인의 자유 였겠지만 티비에서도  단계일때 대가족 모두 모여 밥 먹고 하는 모습도 보여주더니 이번에도 좋아 보이지 않은건 사실이다
328,2,오늘 백신  차까지 완료했다   개인적으로 맞던 안맞던 자기 선택이고 백신 맞고도 걸리든 안걸리든 백식 안맞고도 걸리던 안걸리던 개인의 몫이다    근데 나는 그냥 개인이 아니라 가족도 있으니까 맞았다 솔직히 맘은 편하다   안맞게다는 와이프를 다그칠 생각은 없다 항상 말하지만 본인의 선택이니 
329,0,백신을 맞으면 면역력저하로 감염의 매개체가된다 지금 국민     프로가 백신맞았는데 왜 이지경인지 머리가 있으면 생각좀하고 사망자대부분 요양원 백신 차 접종자들이다  니들 목숨도보장못해  이 썪은정부땜에 불쌍한 국민들 어쩌냐  최소한 외국논문이나 과학자들이 백신에대해 뭐라고 썼는지나 보고 처맞아라  개돼지들아 
331,1,백신 맞는 이유가 살려고 맞는데 목숨 내놓고 맞는다고? 이게 정상이라고 생각하나? 정말 다들 미쳐돌아가네  백신보다 코로나가 그렇게도 무섭나? 코로나는 해마다 우리가 걸리는 감기라구   
1933-21-21,2,개인자유로 접근기전에 선택문제로 마무리하자  더도 덜도 복잡하게 생각말자 예를들자면 포경수술을 했는 지 안 했는지  시야에 직접 보기전에는 그냥 태연하고 설령 이런저런 사유로 우연하게 그시기가 노출된 당사자가 성의없이 멀둥멀뚱 양심가책 하나 없는 표정지어도 우린 이해해야 하는거고 포경수술하지 않은 그곳을 두눈으로 직접 목격한들 굳이 개인자유까지 접근해 복잡하게 생각하지 않아도 그상황에 선택문제로만 들고 나와 고민해 봐도 우린 절로 고개 끄덕  이해되잖소  글이 좀 깁니다 죄송
332,0,일찍 죽겠구나  정부는 검증되지않은 산화그래핀 기생충 스파이크바이러스 찍어내는     백신을 멈춰라    이 천벌받을것들  지금 코로나확진이 미접종자가 아닌 돌파감염이 대부분이다  면역력제로가 되어 서서히 사망하는 독약투입을 당장 멈추라고    온 나라가 백신맞고 감염된 좀비들 천지다 
333,2,맞고 안맞고는 개인의 선택이지 뭐   나는 그냥 맞기로 선택해서 맞은것 뿐이지 목숨걸고 맞았다고 말하고싶지도 않고  
334,2,백신 맞든안맞던 자기 개인 선택이지 당사자본인이 알아서 할일이다 백신맞고 부작용으로 죽으면 누가 책임지냐? 공산당도 아니고 무슨 말이 그래많은지 모르것다
335,2,제가 보기엔 경제논리에서 위드코로나일 뿐이지  현실은 여전히 백신은 선택이고 전국민이 마스크 착용과 거리두기는 위드코로나 전보다 더 필수입니다  백신접종 목적은 우선 자신을 감염으로부터 지키고 나아가 전파확산까지 막는 것이 핵심입니다  그러나 백신 효능과 부작용면에서 콸러티 실체가 신뢰높지 못하니 문제인겁니다  그러니 평고 개인 건강문제로 감염에 더 민감하고 방역수칙을 지키는데 더 철저할 법한 미접종자에게 이분화시켜 언론이 주도해 여론몰이한다던가 마녀사냥해서는 절대 안 됩니다 
331,2,공산당이나하는 짓거리를 하다니 백신은 개인의선택이야 백신안맞았다고 매장하는건 대깨문 댓글부대나하는짓거리글구그짓거리를 또여기서하고있는한심한것들
337,2,왜 임창정 까는가 백신은 자유다 임창정 까는 새끼들 더불어 강간당과 문슬림들이 까는듯
338,2,기자님  백신을 맞고 안맞고는 개인의 신상이자 자유인데 굿이 이렇게 기사를 쓰는 이유가 무엇인가요?국민 갈라치기 하는건가요 ?
339,2,제목만 보면 강예빈이 임창정 저격한줄   강예빈도 이딴백신에 목숨걸고맞아야하냐며 진짜맞기싫었대잖아 백신은 본인자유인거지 왜 강요해서 국민들끼리 편가르고 싸우게만드는거죠  백신생기기전엔 코로나확진만 나도 동네 학교에서 왕따되고  백신생기고나니 이젠 백신안맞으면 이기적인사람이라며 욕받이되야하고 왕따되게 백신패스만들고   감기같은코로나로 국민들가지고 편가르기놀이하는겁니까 
341,2,백신맞으면 죽을수도잇는게 문제가 아니라                  백신을 맞으면 코로나에 안걸리는게 확실히 증명이 되고 백신을 안맞은사람이 코로나에 걸려서 남한테 피해를 준다면 더불어 사는사회에 남 피해주지말고 목숨을 걸고서라도 맞는게 맞고 나도 맞겟다 근데 맞아도 걸리고 안맞아도 걸리는데 맞으면 중증으로 가는걸 막아주는거라면 개인의 선택이다 중증으로 가는걸 혹은 갈수도있는걸 개인이 선택한건데 이걸왜 비난하나  술마시고 담배피우고 스트레스 받으면 이세상 먼저뜨는거 누군 모르나 남한테 피해준게 아니라면 개인의 선택이다
1934-21-21,0,애를위해 안맞는게 맞는거임
342,2,백신접종은 자유입니다딱히 뭘 대단히 잘못한거도 아니고만
343,2,강요하거나 비난할일은 아닌듯요 죽을수도 있는데 선택이죠
344,0,백신맞고 죽으면 누가 책임져주냐?
345,2,백신을 맞거나 안맞거나 개인의 자율적인 선택이다  백신을 맞으면 감염되더라도 확률적으로 바이러스를 덜 퍼뜨릴 수 있고 확률적으로 덜 죽을수 있다는거지 백신이 만능은 아니다  이 정부는 백신맞다 죽은 사람들에게 인과성을 인정하고 있지 않다    재난지원금이 무슨 경제활력을 위해 준다고 홍보하는데  매표행위를 위한 금권선거용이라는거 바보가 아니면 다 안다     재난지원금으로 백신맞다 죽는 국민들에게 지원해라  그게 바람직한 정부다  
341,2,백신 맞고 안맞고 개인의 자유지 왜 관섭이 이리 많은지???
347,2,접종 미접종은 개인의 자유입니다  방역수칙만 잘 지킨다면  누구도 강요할수 없는문제입니다  잘못되면 책임져줄수 없기 때문에    근데 방역수칙은 잘 지킵시다 
348,2,백신맞는거는 개인 자유지
349,2,백신 안맞고 죽던지 맞고 죽던지 둘중 하나는 개인의 선택이지백신이 무서우면 맞지말고 코로나걸리고 죽던가 치료받던가 백신 맞고 죽던가 이상반응 생겨서 치료받던가목숨걸고 맞았다는 걸 제목에 대놓고 쓸일은 아니지맞기싫으면 코로나 걸리면 될거아님
351,2,아  그만해 이제 자율접종으로 바꿔 제발
1935-21-21,2,백신은 선택  왜 비난해? 여론몰이 너무하네  
352,2,백신을 안맞은게 왜 논란거리지? 안맞았으니 걸릴 확률이 높아 걸렸겠지 백신 미접종이라 해서 비판대상으로 본다는게 아이러니 하네 어디까지나 개인의 선택이다 비판하지마라 개인적인 사정까지 비판하는건 아니라고 본다
353,0,백신맞은뒤 돌파 감염되면 책임은? 중증 부작용의 책임은? 그냥 일딴 맞어라고해서 맞은뒤에 인과관계가 불확실하다 등의 이유로 백신으로 인한 피해가 아니다라고 하는 질병관리본부인데 누가 믿고 백신 맞을까? 백신은 개인 자유다  백신은 코로나 사망률과 치료에 효과가 있을지 몰라도 만능은 아니다   마치 백신 맞은 후 돌파감염은 최선을 다했지만 걸렸다는 면죄부를 주는것뿐인듯한데  즉 안맞고 걸리면 죽일놈 맞고도 걸리면 불쌍한놈일뿐 
354,0,백신을 목숨 걸고 맞는 이상한 세상
355,2,백신접종 본인 자유인데 왜들난리야 지들은 완벽하게 잘지키는거처럼
351,0,왜 목숨걸고 백신 맞아야 하는데?나라에도 내몰라라 하자나? 사람 목숨이 복불복인지? 백신 접종률 높은데 왜 확진자는 줄지 않고 있는지? 글서 백신 맞은사람은 코로나 비켜가나?돌파간염이 대다수인데?
357,0,백신맞고 죽으면 쌩까는데 뭐좋다고 맞냐? 백신맞는다고 코로나안걸리는것도 아니고   백신맞고 죽을수도 있는데 차라리 코로나걸리고말지  
358,2,무조건 맞으라고 강제하는 건 잘못 된거지 내 아는 지인분도 당뇨랑 혈압 있어서 무서워서 못 맞겠다고 안 맞았는데 혹여라도 백신 맞고 잘못되면 정부가 책임도 안져주는 상황에 백신 맞고 안 맞고는 개인의 자유인거지  나도 업무 때문에 어쩔 수 없이 맞긴 했다만 주변에 안 맞는 사람한테 맞으라고 얘긴 못 하겠다
359,2,자유지 왜 강제하지 언제는 차별은 나쁜것라며
311,2,개인의 의사 입니다  강요하지마 
1931-21-21,1,뭘 목숨 내놓고 맞는다고 까지 생각하나  맞은사람들은 다 목숨을 내놓은건가?     생사 갈림길에 서있는 사람들이 얼마나 많은데 백신주사 한대가지고 목숨을 내놓고 맞는다는 생각을 하는건지 원     
312,0,안맞는게 죄가??  이게 국민의 의무가 아니잖아??? 맞았는데 감염은 우찌 설명할래? 
313,2,백신 접종은 개인의 선택입니다  백신접종 유뮤가 자랑이 될 수도 없고  비난이 대상이 되어서도 안됩니다  부탁 받아서 축하하러 간 결혼식일텐데 확진이 되어서 참 안타깝네요  하객으로 참석하신 분들도 검사 받으시고 괜찮았으면 좋겠습니다 
314,2,자기들 강요로 임창정이 백신맞고 사망하면 어쩔건데? 책임져 줄거야?    개인의 선택이다 
315,2,백신 맞던안맞던 본인자유다  뭐라고 할 자격 누구에게도 없다
311,2,백신 접종은 개인의 선택이다  부작용이 발생해도 나라가 책임지지 않으니 무슨 말이 더 필요 할까  국가 너희가 책임 지지 않을거면 차별도 하지 마라 
317,2,개인선택이지 왜 백신맞고 안맞고를 떠들어대냐 연예인들은 사람아니냐?지들맘이지 왜 그걸가지고 비난하니마니야
318,0,잘못 맞아서 목숨이 날아가도 어디서 보상도 못받던데 뭘 믿고 맞아야 되는데?이 분 욕하는 대깨들은 죽어도 이해 못하겠지만 난 저분마음 이해한다 
319,2,민주국가에서 백신 맞든 안맞든 개인사정인데  왜 이걸로 가십거리를? 빨갱이답다  
371,2,백신 안맞은걸로 걸고 넘어지지마라 백신은 자유다 난  차 맞았지만 안맞은 사람들 한테 강요 할수 있는 부분은 아니다
1937-21-21,0,백신맞고 무릎아파서 병원다니고 우울증생기게생겼음  무릎이저리고 아프고    걷기도힘들고  원래안좋앗다고 병원에서그러지만 평생이렇게아프고 불편해본적이 처음이에요  괜히맞은거 같아후회중입니다
372,2,백신을 맞든 말든 개인의 자유지 누가 강요하고 누가 비판할 수있냐  백신 맞으면 코로나가 안걸리냐? 백신 맞은 사람은  차감염 안시키냐? 백신 안맞은 사람이  차감염 시키면 코로나가 더 강해지냐? 지금 코로나 백신은 중증도를 낮출뿐이지 그 이상도 이하도 아니지 않나? 백신 맞았다고 안전한줄 알고 술마시고 싸돌아 다니는 애들이 더 꼴불견이지  니네가 마스크잘 쓰고 사적모임 안가지고 안싸돌아 다니면 코로나 걸릴 일도 없다  이런 기본적인거 하나 못하면서 다른사람 까내리기만 바쁘니 코로나가 없어질리가 있나 
373,2,전세계가 다 맞는 백신이야 그냥 맞기 싫으면 맞지마
374,2,안맞을수도 있지 개인의 자유 애기부모라 맞기 더 무서울수 있다   목숨 걸어야하니까  죽는다고 나라에서 인정해주는것도 아니고   
375,2,백신을 목숨 내놓고 맞는걸 왜? 강요하나요? 그건 선택입니다 
371,2,오바들좀 하지말자 뭔 목숨을 걸어      주접 똥때리는 소리 그만하고 지가 안맞고 싶어서 안맞는것도 자유 안맞은인간 욕하는것도 자유야 
377,2,국가에서 적극 권장했다고 의무도 아니고 안 맞았다고 범법자 취급은 아니죠     개인의 선택사항입니다  또 코로나 걸리고 싶어 확진된 사람 아무도 없어요     다만 방역지침을 어긴 내용이 있으면 그것에만 비난하면 됩니다    나라에서 백신접종을 적극 권장한다고 여론몰이로 개인을 비난해서는 안됩니다 
378,2,백신은 선택이라 안맞은게 잘못은 아닌듯 해요 개인사유가 있을듯 합니다
379,2,대한민국은 자유민주주의국가임 자유를 잃는건 한순간이고 다시 자유를 찾는건 어렵지 지금 누리는것들에 감사해야하고 지켜야한다 백신을 맞든 안맞든 자유임 목숨 내놓고 맞았다는건 이미 위험하다는걸 인정한다는 반증아님? 죽으면 누가책임져줄건가 지금도 아무도 책임 안지는데  
381,2,백신은 자유 코로나 걸릴수 있지 비난은 왜 하지???접종해도 단체로 확진되던데 서로 비난 말고 어차피 코로나 걸려도   프로 무증상이고 금방 회복됩니다 백신을 목숨걸고 맞는게 더 위험합니다 전세계적으로 양심가진 의사들은 그렇게 얘기합니다 
1938-21-21,0,어쩌라구     안맞아 나는
382,2,백신 맞고 아프거나 사망하면 책임 회피하면서이런식으로 개인의 선택을 부정적으로 보는 냄비근성 일본 식민지 조선인의     백신 접종해도 코로나걸려서 겔겔거린다 물백신이라서    
383,0,내목숨 내가 지킨다 백신 안맞고 방역수칙도 잘 지키면 안걸린다
384,2,개인 맘대로 맞든 안맞든
385,1,맞으라면 맞아라
381,2,맞던 말던 본인 선택이다  정부랑 질병청은 저거 때문에 백신 접종을 더더욱 강제로 시키게 생겼네 
387,0,솔직히 국민 대부분이 거의 반강제로 백신 맞은거 아닌가   나도 백신 안맞고 계속 잘버티다가 백신패스 어쩌고해서 진짜 목숨걸고 그냥 접종 완료했다  근데 접종하자마자 위드코로나   결론은 그냥 다른나라에 보여주기위한 접종률 쑈였던것    그냥 안맞아도 잘살았을건데  
388,2,백신 맞고 안맞고는 본인 선택이나 남들한테 피해는 주지 말아야함
389,0,선진국 백신 맞은 사람이 더 걸린다 이건 어떻게 설명할껀데요 ? 그냥 코에 걸면 코걸이 귀어 걸면 귀걸이 제발 백신 타령 그만합시다   백신 부작용만 많고 조금만 현명한 사람이라면 안맞는게 더 좋다는거 이미 판명 난지 오래구만 미국에서 불공정거래 계약해서 대한민국 정책상강제로 맞추게 할려 노력중인거 안봐도 뻔하구만
391,2,좀 말도 안되는 글은 적지마세요 어떻게 백신맞아서 죽는 사람이 코로나 보다 많을수가 있니 미국만봐도 하루 평균시망이 천명정도다 이년동안   만명이상이 코로나로 죽었다 유럽도 많이 죽었다 세계 가장 자유로운 나라인 미국도 항공사 직원은 백신맞지않으면 사표를 써야한다 맞고 안맞고 본인자유다 그리고 안맞아서 오는 책임도 본인책임이다
1939-21-21,2,개인의 선택이지    내가 창정이여도 안맞지
392,2,백신은 맞고안맞고는개인이판단하는거다 그리고 백신맞고부작용생기면 책임도안지는데 왜다들남에일에이렇게말하는지 이그 각자사장이있는건데
393,0,백신을 왜 처맞냐? 응? 효과있어? 검증되었어? 사람죽은건 거짓이야? 안맞을 수 있으면 안맞는게 최선이고 관련 업무땜씨 맞으신분들께    심심한 위로 드립니다 
394,2,백신은 선택이고    강요할순없지만 나를위해 맞는건 아닙니다  코로나시대 서로 안전하려고    나로 인해 다른사람이 피해입지 않았으면하는 마음으로 맞는거죠  물론 백신맞아도 코로나에 돏가감염될수있고    임창정님이 방역수칙을 어긴게 아니니까 비난할수는 없죠  하지만 사람이 많이 모인 장소는 가시지 않으셨어야하는게 아닌가 하는 생각이 드네요  우리 서로 비난하지 말아요  우리 모두 피해자잖아요? 상처주지 맙시다 
395,2,개인의 선택일뿐 강요는 하지 말아야합니다 
391,0,근대 백신 맞으면 혈소판 백혈구 줄어드는거 피검사 해보면 다 나온대요  진짜 부작용은 바로가 아니라 나중에 나타납니다  모두 맞지마세요  코로나로 죽는사람보다 백신맞아 죽는사람이 더 많아요  화이자    도 백신 안맞앗다고 하더라고요
